bus_id,flag,IDNO,type,DGvoltage_A,DGvoltage_B,DGvoltage_C,DG_Type,CapA(Var),CapB(Var),CapC(Var),Load Model,BW_reg,PT_reg,CT_reg,vol_reg_A,vol_reg_B,vol_reg_C,control_phase_reg,TapA,TapB,TapC,Vbase,node_phases,pos_x,pos_y,loc_x,loc_y,switch_id,switch_phases,from_bus,to_bus,switch_status,flag_sw,Config,locsw_x,locsw_y,customer_id,loadpoint,PA,QA,PB,QB,PC,QC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer525,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer526,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer527,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer528,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer529,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer530,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer531,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer532,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer533,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer534,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer535,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer536,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer537,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer538,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer539,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer540,75,0,0,0,0,1.333333333,0.666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer541,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer542,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer543,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer544,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer545,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer546,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer547,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer548,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer549,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer550,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer551,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer552,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer553,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer554,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer555,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer556,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer557,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer558,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer559,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer560,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer561,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer562,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer563,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer564,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer565,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer566,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer567,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer568,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer569,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer570,113,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer571,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer572,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer573,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer574,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer575,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer576,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer577,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer578,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer579,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer580,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer581,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer582,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer583,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer584,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer585,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer586,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer587,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer588,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer589,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer590,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer591,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer592,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer593,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer594,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer595,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer596,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer597,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer598,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer599,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer600,106,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer601,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer602,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer603,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer604,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer605,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer606,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer607,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer608,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer609,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer610,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer611,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer612,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer613,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer614,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer615,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer616,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer617,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer618,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer619,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer620,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer621,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer622,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer623,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer624,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer625,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer626,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer627,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer628,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer629,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer630,98,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer631,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer632,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer633,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer634,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer635,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer636,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer637,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer638,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer639,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer640,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer641,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer642,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer643,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer644,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer645,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer646,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer647,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer648,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer649,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer650,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer651,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer652,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer653,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer654,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer655,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer656,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer657,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer658,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer659,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer660,39,0,0,0.666666667,0.333333333,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer661,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer662,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer663,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer664,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer665,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer666,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer667,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer668,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer669,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer670,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer671,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer672,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer673,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer674,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer675,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer676,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer677,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer678,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer679,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer680,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer681,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer682,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer683,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer684,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer685,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer686,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer687,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer688,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer689,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer690,37,1.333333333,0.666666667,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer691,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer692,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer693,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer694,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer695,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer696,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer697,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer698,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer699,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer700,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer701,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer702,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer703,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer704,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer705,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer706,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer707,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer708,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer709,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer710,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer711,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer712,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer713,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer714,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer715,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer716,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer717,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer718,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer719,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer720,22,0,0,1.333333333,0.666666667,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer721,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer722,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer723,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer724,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer725,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer726,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer727,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer728,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer729,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer730,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer731,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer732,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer733,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer734,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer735,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer736,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer737,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer738,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer739,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer740,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer741,68,0.666666667,0.333333333,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer742,68,0.666666667,0.333333333,0,0,0,0
